Text,label
raeda kusrorong korwil srikandi ganjar ntt pranowo,Negative
it is appropriate for them to declare mr ganjar as president,Negative
the figure of the governor of central java who is predicted to be one of the presidential candidates has the appearance of white hair. this appearance has become ganjar's characteristic during his leadership period in central java. white hair,Negative
"thousands of makassar people flooded the declaration of ganjar pranowo for the president of the republic of indonesia, the young and young people of makassar moved",Negative
"if the president's son becomes a presidential candidate, there's no delay like yesterday's solo regional election, even though covid is high, gibran ganjar still goes ahead.",Negative
it is indeed appropriate for mr ganjar pranowo to run for president and become president of the republic of indonesia,Negative
"not only was he attacked for selfies, ganjar pranowo was shouted at by the president while attending the inauguration of the sheikh zayed al nahyan grand mosque, gilingan solo via central java",Negative
only mr ganjar pranowo is suitable for the future president,Negative
"hi bestie, just a reminder, bestie, let's enliven the activities of srikandi ganjar north sumatra by holding a youth culture camp with boat ethnic production and duasisi project",Negative
"psi joined the grand coalition with golkar, ppp, gerindra pkb and pan, deputy chair of the psi board of trustees, grace natalie, said that psi would propose ganjar pranowo to be nominated as a presidential candidate through the grand coalition in the election according to the results of the people's consultation.",Negative
young kiai lamongan declares ganjar pranowo to be president of indonesia graduation jaemin miss karens diner,Negative
"on march, we socialized and even introduced the figure of mr ganjar pranowo",Negative
"struggle, it is time for pdip to declare mr ganjar pranowo as the presidential candidate because many people have supported and dreamed of him becoming the next president of the republic of indonesia.",Negative
the excitement of the north sumatra ganjar srikandi in carrying out outreach activities regarding the prevention of sexual harassment and violence as well as criminal acts for perpetrators,Negative
santri disaster social assistance supports north sumatra ganjar thursday november pranowo,Negative
hrt ilc president dato kiliyas ilc survey president baswedan ri president ganjar i think that's the final election result,Negative
jhon sitorus confirms whether there are jokowi mania volunteers or not. joman gangar pornowo will not be president of the republic of indonesia. jhon emphasizes that ganjar pornowo volunteers are people who are pro against intolerance without the spirit of pancasila.,Negative
"mr. ganjar, i'm your son, sir, presidential candidate, presidential candidate, mr. ganjar, president, gangar was shouted at by the president when he left the sheikh zayed mosque, solo, monday",Negative
"hahaha, indonesia fails to host the world cup, ganjar pranowo faces threat of not being elected president",Negative
hot news kagama makes ganjar pranowo's name a certified english orchid type. follow us for other information. dm us.,Negative
together with president jokowi ganjar pranowo visited the market to check prices of basic necessities,Negative
"door to door, mak ganjar, north sumatra",Negative
"friday october, present at the soekarno hatta proclamation monument, menteng, jakarta, collaboration between all organizations and volunteer communities to elect hon ganjar pranowo, president of the republic of indonesia, to the election, spirit of struggle",Negative
"bro, it affected noelente to die even though ganjar pranowo was still elected as president of the republic of indonesia",Negative
"if it fails, it will be continued by the next president, namely ganjar pranowo, president of the republic of indonesia, male, ethnic javanese, muslim, nationalist and has high electability. the president is a native indonesian. qiqiqiqiqi",Negative
hii bestie srikandi ganjar dpw south sulawesi is holding a makeup competition for all millennials in makassar city,Negative
"i hope mr ganjar pranowo becomes president in the election, amen, and mr anies becomes a lecturer, amen",Positive
"median survey results show that prabowo subianto's electability level is ahead of anies baswedan and ganjar pranowo as presidential candidates in the presidential election, which is better than prabowo.",Positive
"pay attention, isn't it ganjar anies or prabowo? the president's tarot prediction expert is of javanese descent and likes to wear poskota hats",Positive
"he deserves to be rewarded by the president, gp, ganjar pranowo, not anyone else, let alone anies yohanies",Positive
"this is proof of the seriousness of anies baswedan and his supporting political parties in fulfilling the demands of anies volunteers to become a presidential candidate. gangar, how come you don't feel sorry for gangaris? how come there are no political parties that respond to ganaris mosok's aspirations, gangar ganjar, the presidential candidate put forward by the survey?",Positive
"coalition for change is true, cmn, change of name, change of terms like in jkt, i agree with mr. anies rb, i hope he becomes president of the republic of indonesia, but the dream republic is the real republic of indonesia, mr. ganjar pranowo, republic of indonesia from rondo to ndana from bengal to sotha",Positive
"cool, anies baswedan, the presidential candidate promoted by a political party vs. ganjar pranowo, the presidential candidate promoted by a survey",Positive
"the strongest presidential candidate this year is a comparison of the achievements and wealth of anies baswedan and ganjar pranowo. the two figures, namely anies baswedan and ganjar pranowo, both have proud achievements and abundant wealth.",Positive
"anies ganjar pranowo is the successor to president jokowi, ganjar is definitely the president, come on friends, let's unite to get rid of those who use identity politics, reward the president.",Positive
vr calm down everything will be beautiful in time anies baswedan ganjar pranowo puan maharani prabowo will be emblazoned on the presidential candidate,Positive
nasdem compares jokowi's attitude towards anies baswedan with prabowo ganjar and yusril jokowi's attitude in giving his support to three politicians as presidential candidates in the election,Positive
jakartaindonesia poll stations ips revealed the results of the electability survey of presidential candidate prabowo subianto in the top position followed by ganjar pranowo and anies baswedan in second and third positions followed by ridwan kamil in the second position.,Positive
it could be that the presidential election is followed by presidential candidates according to the survey results. ganjar pranowo's name prabowo anies and ridwan kamil are the best candidates. if prabowo has to run for president then gerindra can form a coalition with pkb so that the parliamentary vote reaches the pt figure.,Positive
"there is no official presidential candidate yet apart from anies baswedan. come on, let's survey who is your preferred presidential candidate? anies baswedan retweet like prabowoganjar comment psgp",Positive
which presidential candidate do you favor? anis matta ahok muhaimin prabowo ganjar sandi uno puan ahy anies,Positive
"median released the results of a survey regarding the electability of presidential candidates on social media. the results were that prabowo subianto took the top position, followed by ganjar pranowo and anies baswedan.",Positive
"trust indonesia released the results of a survey regarding the electability of presidential candidates. presidential candidate ganjar pranowo became the top figure, followed by anies baswedan and prabowo subianto ganjar pranowo.",Positive
indicator survey ganjar prabowo and anies are competing jakarta edunewsid governor of central java jateng ganjar pranowo is still in the top position in the presidential candidate market while in second place is the name of the minister of defense,Positive
"i hope that mr ganjar pranowo will be president in the election, amin, and mr anies will be a lecturer",Positive
"it's true, it's really powerful and it explodes unstoppably throughout the archipelago, booming, resounding, and everyone supporting anies president causes the ganjar volunteers to be destroyed, the ganjar volunteers are disbanded, the gangar volunteers' flag is taken down, all anies is great, cool, bro.",Positive
"whether it's ganjar or prabowo who becomes president, the winner is an oligarchy because the scenario is that only two pairs of candidates will be played unless anies wins, then jokowi's fate will be like pm razak, the former ruler of malaysia.",Positive
"on the other hand, the survey results from the indonesian survey institute lsi also show that the electability of the three potential presidential candidates in the election, namely ganjar pranowo, prabowo subianto and anies baswedan, is equally strong, prabowo subianto.",Positive
"let's pray together that mr. anies will be healthy and healthy, god willing, the year that mr. anies will be a witness to the president of indonesia will be mr. ganjar pranowo's long life.",Positive
"ipo survey: anies leads ganjar and prabowo, ahy's favorite vice presidential candidate. indonesian political opinion survey institute ipo released the results of a survey on the electability of presidential candidates. the result is that anies baswedan is at the top, followed by ganjar pranowo.",Positive
"barakalloh, mr ganjar pranowo, i hope he becomes president in the elections and anies becomes lecturer",Positive
"not everyone who is protesting is crazy, remember whoever the president is, be it jokowisbymegagus durhabisoehartosoekarno or the one who will be elected later, called aniesprabowoganjarpuan, etc. if you don't intend to improve the welfare of the people, don't care about the people's economy. be careful.",Negative
dpw pp maluku proposes one mr. anies rasyid baswedan and two mr. ganjar pranowo as presidential candidates for the term,Negative
chotimah ganjar pranowo wins but anies baswedan remains president of indonesia for the term,Negative
results of the electability survey of presidential candidates prabowo ganjar or anies sragen update sragen update,Negative
isc senior researcher chairul ansari explained that there are four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in a survey of the presidential candidate market for the election,Negative
"chotimah let ganjar become president of the survey and anies become president of ri, aamiin",Negative
"it's just right for prabowo ganjar, president of the ri presidential survey, god willing, anies baswedan",Negative
prabowoganjar pdipnya who was angry prabowoimin pdipnya who was angry prabowopuan frog was the one who was angry and continued until anies was inaugurated as president,Negative
"these three names also enlivened the market for presidential candidates in the election, taken from five survey institutions along with the latest data developments regarding the electability of anies prabowo and ganjar.",Negative
"for the campaign team of mrs. anies ganjar who is said to be a presidential candidate, don't make those of us who are going to vote against each other fight because you have learned from the prabowo vs jokowi era, the supporters are even enemies, you know you can get along and become defense minister.",Negative
i choose mr ganjar pak prabowo to attend the inauguration of mr anies as president,Negative
senior researcher from the indonesian survey center stated that there were four factors that made prabowo subianto superior to ganjar pranowo and anies baswedan in a survey of presidential candidates for the indonesian election.,Negative
the battle between three names for presidential candidates is getting tighter. the names ganjar pranowo parbowo subianto and anies baswedan are always in the top three survey results from a number of survey institutions.,Negative
"latest lsi survey: prabowo wins against ganjar and anies jakarta, indonesian lsi survey institute reveals prabowo subianto's electability trend has strengthened compared to ganjar pranowo's name for the presidential election",Negative
"if there are four candidate pairs fighting, ganjar and anies are predicted to go head to head in the second round. if the presidential election this year lasts two rounds then the two names that are expected to go ahead are ganjar pranowo and anies baswedan.",Negative
"two potential candidates in the presidential election, anies rasyid baswedan and ganjar pranowo, face stumbling blocks, see the latest edition, click",Negative
"in a survey regarding presidential candidates for the general election, senior researcher from the indonesian survey center isc chairul ansari presented four reasons why prabowo subianto has an advantage over ganjar pranowo and anies baswedan",Negative
results of the latest electability survey of indonesian presidential candidates airlangga hartarto prabowo subianto anies baswedan ganjar pranowo puan maharani,Negative
"barbaric politics: two potential candidates in the presidential election, anies, rasyid baswedan and ganjar pranowo, are facing stumbling blocks. anies' political safari in a number of areas is hampered, while the rate of increase in gangar's electability is slowing down due to uncertainty regarding the pdp's stance.",Negative
"examining the results of the lsi survey, anies rasyid baswedan is superior to ganjar pranowo. the results of the lsi survey are a valuable lesson for the three names who are predicted to run in the presidential election, including for president jokowi himself, mp",Negative
the latest survey regarding the market for presidential candidates for the general election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswedan.,Negative
indo barometer again released a survey in february placing ganjar pranowo's electability ahead of prabowo and anies with and,Negative
viva politics indonesian survey center isc senior researcher chairul ansari explains four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in a survey of the presidential candidate market for the election,Negative
"madam president, if ganjar and anies don't get presidential tickets",Negative
"head to head, mr ganjar pranowo is still ahead in terms of percentage, while yohanies only the indonesian people have elected mr ganjar pranowo as president of the republic of indonesia",Negative
"who is most worthy to be the president of the republic of indonesia for the period of anies prabowo, ganjar ridwan kamil, erick thohir, sandiaga, uno airlangga, total votes",Positive
"prabowo, together with puan and ganjar, prayed for anies to become president of the republic of indonesia, the three of them sincerely support anies to lead indonesia next year after jokowi's government.",Positive
prabowoganjar pranowofor president vice president synergy for advanced indonesia,Positive
"the competition for presidential candidates ahead of the election is increasingly narrowing down to three top figures in their survey ratings, namely prabowo subianto ganjar pranowo and anies baswedan",Positive
"ganjar is still worthy and still better than prabowo and anis in running the wheels of the republic of indonesia's government. next, long live mr. gangar, my president.",Positive
"ahead of the presidential election contestation in the upcoming presidential election, the electability of the general chairman of the dpp gerindra party, prabowo subianto, is said to be far superior to ganjar pranowo and anies baswedan prabowo subianto.",Positive
who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo ridwan kamil airlangga hartarto erick thohir sandiaga uno total votes,Positive
"however, pdip, as the party ganjar is based in, stated that it would nominate its cadres as presidential candidates for prabowo subianto",Positive
"according to my predictions, there is only the name prabowo ganjar. i'm sorry that anies won't be able to become president. this is not a prediction, just analysis and facts, and pak jokowi really needs a replacement who can fulfill his dream, namely a golden indonesia.",Positive
"chairman of the dpd gerindra party, central java, abdul wachid, said that the duet of prabowo subianto and ganjar pranowo as presidential and vice presidential candidates in the election is very possible because politics is dynamic.",Positive
"those who are starting to call the president a pharaoh who supports jokowi will definitely be annoyed because the same thing means being considered a pharaoh and you have different plots. please just criticize anies' rivals like ganjar or prabowo, let jokowi finish the affairs of this country until he understands drun",Positive
"a number of parties have begun pairing prabowo subianto and ganjar pranowo or vice versa as presidential and vice presidential candidates. responding to this discourse, pdp secretary general hasto kristiyanto considered this to be normal.",Positive
"mr president doesn't have any interests, he just wants indonesia to be led by someone like prabowo or mrs puan or ganjar",Positive
palembang survey results: presidential candidate prabowo subianto succeeded in winning over anies baswedan and ganjar pranowo in musi banyuasin muba and ogan ilir oi districts.,Positive
the signal for a duet between prabowo subianto and ganjar pranowo in the recent presidential election has strengthened completely in regards to integrity,Positive
i think that only mr. president jokowi can develop this throughout indonesia. hopefully next year mr. prabowo subianto and mr. ganjar pranowo can continue this so that it can be evenly distributed throughout indonesia.,Positive
who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo ridwan kamil airlangga hartarto erick thohir sandiaga uno cast your vote click the link,Positive
ganjarprabowo duet may be realized because there is a big chance of winning in the election. this duet has a big chance because president jokowi gives support to two figures because they are both in the same political environment.,Positive
"buzer rp is stupid to put a different foot to denny siregar cs, who supports ganjar abu janda, declares that he supports prabowo in the presidential election, dares to bet millions, prabowo will become president of the republic of indonesia.",Positive
"president joko widodo jokowi stated that he had no intention of promoting or pairing the chairman of the gerindra party, prabowo subianto, with the governor of central java and pdip cadre ganjar pranowo for the presidential election.",Positive
"list of strong presidential candidates, ganjar pranowo prabowo subianto to ridwan kamil",Positive
"based on lsn's findings in this survey, public support for the presidential candidates is increasingly narrowing down to just three figures, namely prabowo subianto ganjar pranowo and anies baswedan prabowo subianto",Positive
"the younger brother of the general chairman of the gerindraprabowo party, subianto hashim djojohadikusumo, admitted that he did not want his brother to become the vice presidential candidate and vice presidential candidate following the discourse on his duet with ganjar pranowo in the presidential election.",Positive
ganjar forgot to think prabowo changed prabowo's destiny as president,Positive
the first moment prabowo subianto and ganjar pranowo appeared together in public was linked by many parties as the potential for marrying the two figures as a presidential candidate and vice presidential candidate for vice presidential candidate in the political observer election.,Positive
"who is most worthy to be the president of the republic of indonesia for the period of anies prabowo, ganjar ridwan kamil, erick thohir, sandiaga, uno airlangga, total votes",Positive
"prabowo, together with puan and ganjar, prayed for anies to become president of the republic of indonesia, the three of them sincerely support anies to lead indonesia next year after jokowi's government.",Positive
prabowoganjar pranowofor president vice president synergy for advanced indonesia,Positive
"the competition for presidential candidates ahead of the election is increasingly narrowing down to three top figures in their survey ratings, namely prabowo subianto ganjar pranowo and anies baswedan",Positive
"ganjar is still worthy and still better than prabowo and anis in running the wheels of the republic of indonesia's government. next, long live mr. gangar, my president.",Positive
"ahead of the presidential election contestation in the upcoming presidential election, the electability of the general chairman of the dpp gerindra party, prabowo subianto, is said to be far superior to ganjar pranowo and anies baswedan prabowo subianto.",Positive
who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo ridwan kamil airlangga hartarto erick thohir sandiaga uno total votes,Positive
"however, pdip, as the party ganjar is based in, stated that it would nominate its cadres as presidential candidates for prabowo subianto",Positive
"according to my predictions, there is only the name prabowo ganjar. i'm sorry that anies won't be able to become president. this is not a prediction, just analysis and facts, and pak jokowi really needs a replacement who can fulfill his dream, namely a golden indonesia.",Positive
"chairman of the dpd gerindra party, central java, abdul wachid, said that the duet of prabowo subianto and ganjar pranowo as presidential and vice presidential candidates in the election is very possible because politics is dynamic.",Positive
"those who are starting to call the president a pharaoh who supports jokowi will definitely be annoyed because the same thing means being considered a pharaoh and you have different plots. please just criticize anies' rivals like ganjar or prabowo, let jokowi finish the affairs of this country until he understands drun",Positive
"a number of parties have begun pairing prabowo subianto and ganjar pranowo or vice versa as presidential and vice presidential candidates. responding to this discourse, pdp secretary general hasto kristiyanto considered this to be normal.",Positive
"mr president doesn't have any interests, he just wants indonesia to be led by someone like prabowo or mrs puan or ganjar",Positive
palembang survey results: presidential candidate prabowo subianto succeeded in winning over anies baswedan and ganjar pranowo in musi banyuasin muba and ogan ilir oi districts.,Positive
the signal for a duet between prabowo subianto and ganjar pranowo in the recent presidential election has strengthened completely in regards to integrity,Positive
i think that only mr. president jokowi can develop this throughout indonesia. hopefully next year mr. prabowo subianto and mr. ganjar pranowo can continue this so that it can be evenly distributed throughout indonesia.,Positive
who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo ridwan kamil airlangga hartarto erick thohir sandiaga uno cast your vote click the link,Positive
ganjarprabowo duet may be realized because there is a big chance of winning in the election. this duet has a big chance because president jokowi gives support to two figures because they are both in the same political environment.,Positive
"buzer rp is stupid to put a different foot to denny siregar cs, who supports ganjar abu janda, declares that he supports prabowo in the presidential election, dares to bet millions, prabowo will become president of the republic of indonesia.",Positive
"president joko widodo jokowi stated that he had no intention of promoting or pairing the chairman of the gerindra party, prabowo subianto, with the governor of central java and pdip cadre ganjar pranowo for the presidential election.",Positive
"list of strong presidential candidates, ganjar pranowo prabowo subianto to ridwan kamil",Positive
"based on lsn's findings in this survey, public support for the presidential candidates is increasingly narrowing down to just three figures, namely prabowo subianto ganjar pranowo and anies baswedan prabowo subianto",Positive
"the younger brother of the general chairman of the gerindraprabowo party, subianto hashim djojohadikusumo, admitted that he did not want his brother to become the vice presidential candidate and vice presidential candidate following the discourse on his duet with ganjar pranowo in the presidential election.",Positive
ganjar forgot to think prabowo changed prabowo's destiny as president,Positive
the first moment prabowo subianto and ganjar pranowo appeared together in public was linked by many parties as the potential for marrying the two figures as a presidential candidate and vice presidential candidate for vice presidential candidate in the political observer election.,Positive
