Text,label
"anies was rejected in bandung, musni umar, who supported anies, was more crowded with covid, friday, january, someone died, bismillah, saving beef, chico, jonathan christie, dawn alfian, teacher, bk, police, ui students",Negative
"whatever you say, the world's eyes are increasingly open to the behavior of those of you who voted for anies as president",Negative
"if mr. anies becomes president, it must be revised, it can be cancelled, right?",Negative
the context is repeated by stupid people because they are afraid that anies will become president,Negative
just a hoax elobuzzer laknatullah stupid chinese pig you stupid buzzerbang anies stay silent and focus on the president i'm proud of the guabuzzer candidate since the reward for rejecting israel his post is super stupid it's a hoax,Negative
"basically, anies baswedan has to be wrong and don't let anies baswedan become president. how do you prevent anies from becoming a presidential candidate? look for his mistakes down the ant hole.",Negative
choosing anies for president is really stupid,Negative
"chotimah, the people are not stupid, what muldoko wants when politics heats up in the country, if there is no sugar, what muldoko and his cronies want is what is behind the robbery of the democratic party, but the people will still elect anies as president.",Negative
"you're really stupid, sir, that's the former governor of dki and god willing, he's the president of the republic of indonesia, he's not a project worker or a construction worker, so it's not mr. anies baswedan's fault that the project workers are a little smart or not?",Negative
reject anies baswedan from becoming president in apaaa apaaaa,Negative
"mr. anies is stupid because he can't suck up to the president, mr. anies",Negative
"if your brain is infiltrated by sentiment, it will definitely be stupid, there are already indications that it is not neutral, so bawaslu is embarrassing, i'm afraid that bang anies will become president.",Negative
this is the big dealer who is the capital of the bsk village head's demonstration. the day after tomorrow there will be another demonstration demanding the extension of the term of office of the president. president rejects anies' decree plan,Negative
that's the useless stupidity of psi people. every day i'm getting more and more anies baswedan anies baswedan for president,Negative
"it's really stupid of you to say what's important, anies, the president of the republic of indonesia",Negative
"nasdem insinuates that pdip hasn't declared a presidential candidate yet, don't let anies have no opponents, it's hard for us to get jokowi to push the league rungkad pssi open po arema saudi arabia fajri",Negative
"shopping for imported products is so stupid, we say, mr. tags anies, ms. puan ijtima ulama pkb, gus muhaimin, if mega neck jokowi, dada, pdip duren la flame, nurdin halid, bubarin, depe purple",Negative
samosir differentiates between campaigning and when people are already sitting as regents. ok speaking in the context of him already being regent is not like kadrun who is shouting to vote for anies as president. maybe you will be the one who gets a warm and red hug from the stupidest and most lying former governor.,Negative
"the leader of the class of animals in the world probably means that if there are two of the most stupid animals in the world and anies who are nominated for president, i will support sloths, aka stupid animals.",Negative
"rg mkax apkh do you want to be led by a human pmhong like anies, let's unite in the future, we will destroy anies' dream, don't let him become president, it's enough for him to lie in a religious robe, don't let this country be destroyed",Negative
"if the people want indonesia to change for the better, vote for anies baswedan, but if the people want indonesia to remain as it is now, maybe even worse than now, vote for prabowo cs and his cronies.",Positive
"there is no official presidential candidate yet apart from anies baswedan. come on, let's survey who is your preferred presidential candidate? anies baswedan retweet like prabowoganjar comment psgp",Positive
"enough to support prabowo as team leader twice, even though at the regional level now i support anies baswedan for president of the republic of indonesia, god willing, istiqomah",Positive
"doctor tifa as soekarno's blood, puan should be vice presidential candidate for anies or prabowo morningg jokowi gene pharaoh in raffi's dream ahmad richard eliezer kesambet sambo jasuke playstore",Positive
"buzerr, like you, the one who is giving up hope is that the president is prabowo, not anies",Positive
puan anies ganjar khofifah cak imin airlangga ahmad heryawan kang emil ahy has all been called ideal for prabowo's vice presidential candidate. this is an indicator that prabowo is most suitable to be president of the republic of indonesia.,Positive
"now there is a lot of buzz between anies and prabowo, there are even some who are bringing up the agreement between prabowo and anies, if they were just presidential candidates, who would you choose, marm?",Positive
"we pray that in the end pak prabowo and gangar will support pak anies as president of the republic of indonesia, amen",Positive
"used to support prabowo, now i'm moving to anies. many of my volunteer friends who used to support prabowo are moving to anies in my area. god willing, anies is the president and prabowo will only extend his eternal presidential record.",Positive
"let's see whether prabowo and his supporters will be willing to support anies when anies becomes president. that digital trail is sad, bro.",Positive
"that's great, mr. president, the pdp era is over because it will be a duel between prabowo vs. anies, pdip anak onion",Positive
"abdillahtoha, regardless of whether he loses or wins, everything has been written in lauhul mahfudz, whether anies prabowo or puan is elected, what is important is that the country, if the president does not get involved in the contestation of the presidential election, is simply present with the power of his institutions to ensure that the presidential election takes place honestly and fairly.",Positive
"look, isn't it ganjar anies or prabowo subianto? the president's tarot expert is of javanese descent and likes to wear poskota hats.",Positive
"fahnoor inismyname prabowo is fickle and has no stance. supporting prabowo during the presidential election is more than enough, now is the time to support the one who won't easily turn right, anies baswedan, next president of the republic of indonesia",Positive
"tv doesn't leak that pak jokowi will support anies to become president of the republic of indonesia, so don't support pak prabowo or pak gangar, this is just a leak, you know?",Positive
back continued prabowo minister of defense anies presidencool,Positive
"trust indonesia released the results of a survey regarding the electability of presidential candidates. the presidential candidate became the top figure, followed by anies baswedan and prabowo subianto.",Positive
"inismyname with gerindra's son fahnoor, mr. prabowo, good, mr. anies, good, mas ahy, good, i hope one of them becomes president",Positive
"retired senior tni & polri fully supports anis rasyid baswedan as president. this is the new sane person. smart people support smart people. profile of lt. gen. tni retired ediwan prabowo, winner of adhi makayasa who came to anies' residence.",Positive
"how noble it would be if prabowo was willing to become the father of the nation by agreeing to become anies' vice presidential candidate, so there is a big possibility that gerindra could be the winner of the election in power, he doesn't have to be president.",Positive
people's thoughts anies baswedan was announced as a presidential candidate in the presidential election by the pks prosperous justice party on thursday february prabowo subianto,Positive
saewad i support prabowo to attend the inauguration of indonesian president anies rasyid baswedan,Positive
"seen from another point of view, it is possible that prabowo wants to take a swipe at the nasdem party which recently maneuvered for election purposes to nominate anies baswedan as president and plans to form a coalition with prabowo subianto's opposition party.",Positive
"instead of chastisement and anies abu janda, choose to support prabowo to become president",Positive
"fahnoor inismyname yes, mr prabowo looks healthy and fresh, always healthy, sir, stay strong for years so that when the time comes, you won't be lacking anything. we will attend the presidential inauguration with a president who is also young and fresh, namely mr. anies baswedan.",Positive
"jsp adjem hahaha jongozz is crazy, yeah with jongozz another one is prabowo president anies president rewards president taxi",Positive
anies & reward for being a spectator instead of prabowo as president,Positive
"the results of a survey conducted by indometer reveal the electability of central java governor ganjar pranowo, former dki jakarta governor anies baswedan and defense minister prabowo subianto who are expected to run in the presidential election.",Positive
pak anies won't be president broayo betjaman pak jokowi prabowoane wins then pngng pak jokowi xntr holds his opponent pak anieskl candidate date,Positive
"chairman of the gerindra party, prabowo subianto, responded to the question of sandiaga uno being paired with anies baswedan as a pair in the presidential election contest. regarding mas sandi, i think mr sandi has answered many times in all",Positive
jakartaindonesia poll stations ips revealed the results of the electability survey of presidential candidate prabowo subianto in the top position followed by ganjar pranowo and anies baswedan in second and third positions followed by ridwan kamil in the second position.,Positive
"in the past, i supported anies, but now i support mr. haji prabowo subianto to become the next president of the republic of indonesia, god willing, pak prabowo will win the presidential election, amen.",Positive
prabowoganjar pdipnya who was angry prabowoimin pdipnya who was angry prabowopuan frog was the one who was angry and continued until anies was inaugurated as president,Positive
"who is the president of indonesia, erick thohir, prabowo, subianto, erlangga, ridwan, kamil, ganjar, pranowo, jokowi, puan maharani, anies baswedan, total votes, click this, join the poll",Positive
vr calm down everything will be beautiful in time anies baswedan ganjar pranowo puan maharani prabowo will be emblazoned on the presidential candidate,Positive
the wind is moving towards prabowo refly leaks concerns about anies the palace is shaking and afraid of covid tuesday february there is a death of esemka piper liverpool war is over babah guatemala,Negative
pkb gadang cak imin's vice president could be prabowo subianto or anies,Negative
anies baswedan steps aside for now prabowo subianto wants to become president of the republic of indonesia in 2018,Negative
"pay attention, isn't it ganjar anies or prabowo? the president's tarot prediction expert is of javanese descent and likes to wear poskota hats",Negative
"dumdum and that has already been accomplished, i don't want to run for president and i don't want there to be a third axis during the presidential election, huuuu, so long as prabowo wants to run for president and so on, as long as anies can't run for president, ahahaha, that's right, panic, tell me boss",Negative
"who deserves to be the president of the republic of indonesia for the period according to your opinion in the general election this year, mr anies baswedan, mr prabowo subianto, mr sandiaga salahuddin uno, mr ga",Negative
"why are you making such a fuss about punishing prabowo, anies, the president, won't they believe it?",Negative
"woro, for the wild boar people, don't tell me, tomorrow it's only anies vs prabowo who wants to be president, anies or prabowo, the people are still happy, the important thing is that jokowi is finished, boar wants to kill himself, you're so stressed, it's stupid.",Negative
"let's be realistic, bro, indonesia, not only football, that's true, but swing voters are rewarded for switching, swing voters are definitely not loyal supporters, because reward now, you're the only remaining loyal supporters, you're going to keep kicking it to increase electability, sorry for the president, if not, prabowo, anies.",Negative
amien rais will vote for prabowo subianto if anies baswedan fails to become a presidential candidate in the presidential election,Negative
so will this coalition nominate prabowo subianto as a presidential candidate? is it true that this coalition was formed to fight anies baswedan in the one table election?,Negative
rosiade style wants to leverage if the people bring up their sacrifices for prabowo then they will be ashamed of themselves right stop blaming mr anies he is not wrong the people with their conscience decided for themselves to vote and support him god willing anies is the president,Negative
"it's not a reward, especially since anies abu janda is sure that prabowo will become president if he misses",Negative
"prabowonjaranies if this person will be a presidential candidate this year, who do you think will get the most votes, come on, vote, close tomorrow, monday, ok?",Negative
"those of you who are almost crazy right now are almost unable to see the facts and reality that mr. prabowo is almost at the time to become president of the republic of indonesia next year, god willing, even though you have chosen to support anies' murder with full of imagination, your heart will really go crazy.",Negative
"in the last few months compared to two candidates who are predicted to become presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Negative
indonesian survey center isc senior researcher chairul ansari explains four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in the presidential candidate market survey for the election,Negative
isc senior researcher chairul ansari explained that there are four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in a survey of the presidential candidate market for the election,Negative
"it is known that the lsj survey institute released data stating that if the presidential election was only participated by three presidential candidates, prabowo subianto, ganjar pranowo and anies baswedan prabowo, president prabowo subianto.",Negative
"it's not a reward, especially since anies abu janda is sure that prabowo will become president. if he misses, there will be a giveaway of idr million. note this.",Negative
"it's still there, even though mr jokowi is no longer president, why aren't there many demonstrations being carried out? are you tired of discussing diplomas? it's better to discuss who is president, anies prabowo or gangar or who else?",Negative
"mr. sandi & anies promised not to run for president if mr. prabowo runs for president, but no one is desperate to become president yet.",Negative
"populi center survey: the majority of the public wants the presidential election to be followed by candidate pair ganjar and prabowo to defeat anies. apart from that, the populi center also released the results of its latest survey regarding political dynamics and the electability of presidential candidates for the presidential election, ridwan kamil.",Negative
the latest survey regarding the market for presidential candidates for the general election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswedan.,Negative
"in my opinion, i really regret that prabowo joined jokowi's working cabinet, if he had joined in, he would have been a major worthy of being president of the republic of indonesia, only mr. anies baswedan",Negative
"there is no war against prabowo, he is still walking in the place where pranowo's reward is, anies is back, i have to play latolato, i will be president, believe in me, your life will be happy",Negative
viva politics indonesian survey center isc senior researcher chairul ansari explains four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in a survey of the presidential candidate market for the election,Negative
this was conveyed by saiful mujani research and consulting smrc saiful mujani who revealed the potential of ridwan kamil to hinder prabowo and anies who are currently being considered as presidential candidates.,Negative
chairul ansari explained four things that caused prabowo subianto to be ahead of ganjar pranowo and anies baswedan in prabowo subianto's presidential election stock market survey.,Negative
"sudirman said he tried to persuade anies to become prabowo's vice presidential candidate but he refused because he didn't want to be like jokowi. covid friday, february, esemka, depok, fiji, dubai, xavi, old trafford, died.",Negative
"according to the kompas survey in february, ganjar no. prabowo, ridwan kamil, anies no. is this the code of nature that the president of the republic of indonesia is rewarded, thank god, my prayer was heard, he is a simple person who has experience as governor for the period",Positive
"on the other hand, the survey results from the indonesian survey institute lsi also show that the electability of the three potential presidential candidates in the election, namely ganjar pranowo, prabowo subianto and anies baswedan, is equally strong, prabowo subianto.",Positive
"this positive assessment was actually conveyed by the political opponents of prabowo and ganjar, namely the general chairman of the nasdem party surya paloh who has nominated anies baswedan as a presidential candidate in the presidential election.",Positive
the solidarity of the volunteers of ganjar srikandi malang raya unites and continues to support mr. anies to become president,Positive
"he deserves to be rewarded by the president, gp, ganjar pranowo, not anyone else, let alone anies yohanies",Positive
"azahran anies is indeed the president of his club surya paloh, his gang, every time they come to the area, they are greeted by extraordinary people, so this year, don't forget to elect the president, ganjar pranowo, bae. the president is a native indonesian. qiqiqiqiqi",Positive
"aalona, whatever the story, it's better to abstain than to vote for anies kadrun, yemen. i hope a new player emerges to succeed mr. jokowi's program. if mr. ganjar doesn't vote, i'll vote for him. he's a pennilat. he doesn't deserve to be president.",Positive
"recognition of ganjar pranowo supporters to switch to supporting anies baswedan. i will support mr. anies online motorbike taxi. hopefully he will become president. hopefully there will be changes in this country so that the indonesian people will be prosperous, just and prosperous. id",Positive
prabowoganjar pdipnya who was angry prabowoimin pdipnya who was angry prabowopuan frog was the one who was angry and continued until anies was inaugurated as president,Positive
indicator survey ganjar prabowo and anies are competing jakarta edunewsid governor of central java jateng ganjar pranowo is still in the top position in the presidential candidate market while in second place is the name of the minister of defense,Positive
"ganjar bokep party cadres lost to national cadre anies baswedan who already has a presidential ticket, god willing.",Positive
"indonesian poll stations ips revealed the results of a survey on the electability of presidential candidate prabowo subianto in the top position, followed by ganjar pranowo and anies baswedan in second and third positions. source",Positive
it could be that the presidential election is followed by presidential candidates according to the survey results. ganjar pranowo's name prabowo anies and ridwan kamil are the best candidates. if prabowo has to run for president then gerindra can form a coalition with pkb so that the parliamentary vote reaches the pt figure.,Positive
"can you believe it or not, anies will become president, whether he succeeds or not, and you have to believe that ganjar pranowo will become president next year.",Positive
lsn survey prabowo's electability surpasses ganjar and anies prabowo subianto's electability is still at the top in the survey of presidential candidates conducted by the institution,Positive
"the populi center survey, ganjar pranowo, is the top leader, anies is overtaken by prabowo. the populi center survey institute released the results of the latest survey regarding the figure of the republic of indonesia's presidential candidate. ganjar pranowo is the figure with the highest electability.",Positive
"that's great, mr. anies, i'm even more determined to vote for mr. ganjar pranow. i hope that mr. gangar is elected as president of the republic of indonesia.",Positive
"it seems that the pan national mandate party cadres already have several names of favorite figures to be put forward in the presidential election contest. who are the figures? ganjar pranowo, erick thohir etho and anies",Positive
saiful mujani research and consulting smrc survey results predict that anies baswedan and ganjar pranowo have a big chance in the presidential election in cil.,Positive
"i am a papuan child who really fully supports mr. prabowo subianto because the father who is worthy of being president of the republic of indonesia, anies baswedan, is not yet mature in leadership, so anies baswedan is not worthy of being president, ganjar pranowo is also not worthy of being president.",Positive
"wkwkwkwklhahanies, the governor is not the president, but why is he still interfering in ganjar cs's stupidity, good luck with ganjar, hahahaa",Positive
"there is no official presidential candidate yet apart from anies baswedan. come on, let's survey who is your preferred presidential candidate? anies baswedan retweet like prabowoganjar comment psgp",Positive
"hello, can you tell the difference between anies and mr gangar? if anies has been declared as a presidential candidate, mr gangar, has someone declared as a presidential candidate and in the mosque there are people shouting mr ganjar president?",Positive
"that's why you choose an independent president, don't be a puppet of the party, it's the same but the candidates are all still puppets of the anies ganjar party, it's better to stay at home and drink coffee while listening to the song iwan fals, the people's representative, hahahaha",Positive
jakartaindonesia poll stations ips revealed the results of the electability survey of presidential candidate prabowo subianto in the top position followed by ganjar pranowo and anies baswedan in second and third positions followed by ridwan kamil in the second position.,Positive
"who is the president of indonesia, erick thohir, prabowo, subianto, erlangga, ridwan, kamil, ganjar, pranowo, jokowi, puan maharani, anies baswedan, total votes, click this, join the poll",Positive
"didu, i pray that anies baswedan and his supporters will always be healthy and live long so that later they can see the inauguration of ganjar pranowo as president of the republic of indonesia in",Positive
"chotimah, yes, please be happy with the high results of the ganjar pranowo survey. we will fight because a coalition of supporters has been formed and continues to move so that mr. anies becomes president of the republic of indonesia.",Positive
"smrc survey ganjar is increasingly popular, ahead of prabowo and anies, my choice for presidential candidate. it's certain that the majority of indonesian people are united in supporting pak as president of the republic of indonesia. yes, no, sir.",Positive
they prepared a bus to take anies to the palace to attend the inauguration of president ganjar pranowo period asoyy geboyy gasspuoll muantafff,Positive
"that's why i'm neutral about ganjar and anies, it's the same and the kpu will definitely win over the pdp. i'm sure that as long as the kpu is the only one, puan maharani can become president.",Positive
"those who are starting to call the president a pharaoh who supports jokowi will definitely be annoyed because the same thing means being considered a pharaoh and you have different plots. please just criticize anies' rivals like ganjar or prabowo, let jokowi finish the affairs of this country until he understands drun",Positive
"indo barometer released the results of a survey on the electability of potential presidential candidates in the election. the results were that the governor of central java, ganjar pranowo, was in first place, followed by the minister of defense, minister of defense, prabowo subianto and former governor of dki, anies baswedan.",Positive
we pray that ganjar pranowo will always be healthy and live a long life. we hope he can attend the inauguration of anies baswedan as president of the republic of indonesia.,Positive
"the results of a survey conducted by indometer reveal the electability of central java governor ganjar pranowo, former dki jakarta governor anies baswedan and defense minister prabowo subianto who are expected to run in the presidential election.",Positive
indonesian survey center isc senior researcher chairul ansari explains four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in the presidential candidate market survey for the election,Negative
"ganjar pranowo was the figure most chosen by respondents as a presidential candidate, followed by anies rasyid baswedan and west java governor ridwan kamil in third place with",Negative
who do you vote for as president of indonesia? erick thohir jokowi ridwan kamil ganjar pranowo erlangga puan maharani prabowo subianto anies baswedan total votes,Negative
palembang survey results: presidential candidate prabowo subianto succeeded in winning over anies baswedan and ganjar pranowo in musi banyuasin muba and ogan ilir oi districts.,Negative
"chotimah let ganjar become president of the survey and anies become president of ri, aamiin",Negative
who is most worthy to be president of the republic of indonesia for the period of anies rasyid baswedan prabowo subianto ganjar pranowo total votes cast your vote click the link please forward to the group and your friends ok?,Negative
a senior researcher from the indonesian survey center stated that there were four factors that made prabowo subianto superior to ganjar pranowo and anies baswedan in a survey of presidential candidates for the indonesian election.,Negative
prabowo subianto ganjar pranowo and anies baswedan are the three presidential or presidential candidates who have qualified electability based on the results of the charta politika and r&d kompas prabowo subianto surveys.,Negative
the latest survey regarding the presidential candidate market for the election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswed and prabowo subianto,Negative
"these three names also enlivened the market for presidential candidates in the election, taken from five survey institutions along with the latest data developments regarding the electability of anies prabowo and ganjar.",Negative
the latest survey regarding the market for presidential candidates for the general election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswedan.,Negative
viva politics indonesian survey center isc senior researcher chairul ansari explains four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in a survey of the presidential candidate market for the election,Negative
who deserves to be the president of the republic of indonesia for the period of anies rasyid baswedan prabowo ganjar ridwan kamil airlangga hartarto erick thohir sandiaga uno ttl vote,Negative
"in a survey regarding presidential candidates for the general election, senior researcher from the indonesian survey center isc chairul ansari presented four reasons why prabowo subianto has an advantage over ganjar pranowo and anies baswedan",Negative
"come on, let's intend to vote for anies as president, mr. ganjar, i don't approve of ms. mega to",Negative
"in the last few months compared to two candidates who are predicted to become presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Negative
"not ganjar or anies abu widow, prabowo's champion to become president of fast taman safari, was killed",Negative
"it seems like just switching direction to psi is fatal, if ganjar becomes president of the republic of indonesia, indonesia won't be able to host global scale events, who are the other presidential candidates besides ganjar and anies?",Negative
who do you vote for as president of indonesia erlangga jokowi ridwan kamil prabowo erick thorhir ganjar pranowo puan maharani anies baswedan total votes click link,Negative
"accompany anies to the palace to attend the inauguration of president ganjar pranowo, amen",Negative
"the name of the governor of central java, ganjar pranowo, former governor of dki jakarta, anies baswedan & governor of west java, ridwan kamil, is the most frequently mentioned presidential candidate in the presidential election in many political surveys",Negative
indonesian survey center isc senior researcher chairul ansari reveals four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in the presidential candidate exchange survey for prabowo subianto's election,Negative
chairul ansari explained four things that caused prabowo subianto to be ahead of ganjar pranowo and anies baswedan in prabowo subianto's presidential election stock market survey.,Negative
"pay attention, isn't it ganjar anies or prabowo? the president's tarot prediction expert is of javanese descent and likes to wear poskota hats",Negative
"one year before the presidential election, the electability of the three presidential candidates is in the spotlight. ganjar pranowo's electability continues to rise, while the electability of prabowo subianto and anies baswedan fluctuates.",Negative
"chotimah is right what you said, sygkuganjar is right, sygkuganjar's nightmare is not being sold, ganjar ajur's volunteers are in ruins, so ganjar fails to get a presidential ticket, my dear, while anies volunteers are increasingly spreading throughout the archipelago. mr. anies is the president, my dear.",Negative
"director of the indonesian political landscape research institute, andi yusran, predicts that the nu vote will lead to two figures who are expected to run as presidential candidates, namely anies baswedan and ganjar pranowo.",Negative
isc senior researcher chairul ansari explained that there are four reasons why prabowo subianto is superior to ganjar pranowo and anies baswedan in a survey of the presidential candidate market for the election,Negative
chotimah ganjar pranowo wins but anies baswedan remains president of indonesia for the term,Negative
"the presidential election will focus on the issue of continuing jokowi or changes. denny said that there are three presidential candidates who have the highest electability, namely ganjar pranowo, prabowo subianto and anies baswedan.",Negative
