Text,label
"believe me, o tadpole and kadrun, the years until the end of the world, the president of the republic of indonesia is not anies, not gangar, not prabowo, but the president of the republic of indonesia is an inspiration for aidit, like that",Negative
"if you look at survey results like this, god willing, aneis ahy, president of indonesia, ipo survey, anies is ahead of ganjar and prabowo ahy, favorite vice president.",Positive
"fahnoor inismyname prabowo is fickle and has no stance. supporting prabowo during the presidential election is more than enough, now is the time to support the one who won't easily turn right, anies baswedan, next president of the republic of indonesia",Positive
"if you become president, susi pudjiastuti, anies matta, budiman sudjatmiko, fahri hamza, ridwan kamil, prabowo subianto, ganjar pranowo, puan maharani, erick thohir, sandiaga uno, anies baswedan, ahy,",Negative
"in the presidential election, the indonesian people sincerely voted and supported him, but prabowo cruelly betrayed his voters and left his supporters in prison while he enjoyed being licked here and there.",Negative
smrc prabowo voters switched to anies baswedan in the morning jokowi mojok liga rungkad pssi open po arema saudi arabia fajri,Negative
"instead of chastisement and anies abu janda, choose to support prabowo to become president",Positive
prabowoganjar pdipnya who was angry prabowoimin pdipnya who was angry prabowopuan frog was the one who was angry and continued until anies was inaugurated as president,Positive
who do you vote for as president of indonesia ridwan kamil jokowi erlangga ganjar pranowo prabowo subianto erick thohir puan maharani anies baswedan total votes,Negative
"support ganjar bokep, refuse to support prabowo, rise and fall, refuse to support puan ratu mic, refuse to support cak imin, duren cardboard, refuse to support erlangga beringin, refuse to have the lightest risk in the afterlife, yes, support anies baswedan for president of the republic of indonesia",Positive
vr calm down everything will be beautiful in time anies baswedan ganjar pranowo puan maharani prabowo will be emblazoned on the presidential candidate,Positive
"how noble it would be if prabowo was willing to become the father of the nation by agreeing to become anies' vice presidential candidate, so there is a big possibility that gerindra could be the winner of the election in power, he doesn't have to be president.",Positive
"previously, i didn't support prabowo, now i still don't support anies as president",Negative
"buzerr, like you, the one who is giving up hope is that the president is prabowo, not anies",Positive
"cak imin's steps are heavy if you want to accompany prabowo in the presidential election, sad news, heru crashed into ahok's thigh, ciliwung, kw's daughter cares about women, joni harvest's promise, depok, bang messi, momota, aji kusuma, the last of us",Positive
ufc anies baswedan russian president prabowo,Negative
today the government coalition party announced prabowo subianto as presidential candidate & airlangga hartarto vice president in the year while other parties agreed with anies baswedan as their presidential candidate. pdip has not yet announced who you think the final pdip candidate will be.,Negative
"not ganjar or anies abu widow, prabowo's champion to become president of fast taman safari, was killed",Negative
"there is no official presidential candidate yet apart from anies baswedan. come on, let's survey who is your preferred presidential candidate? anies baswedan retweet like prabowoganjar comment psgp",Positive
"who do you vote for as president of indonesia, ridwan kamil jokowi, erick thohir, erlangga prabowo subianto, ganjar pranowo, puan maharani anies baswedan, give your vote",Negative
"in my opinion, i really regret that prabowo joined jokowi's working cabinet, if he had joined in, he would have been a major worthy of being president of the republic of indonesia, only mr. anies baswedan",Negative
"prabowo admits that he is suitable, seeing that gibran has a chance of winning the gubernatorial election of dki or central java, sad news that heru hit ahok's thigh, ciliwung, kw's daughter cares about women, joni harvest's promise, depok, bang messi, momota, aji kusuma",Positive
"gerindra has not confirmed that prabowo and cak imin will run for the presidential election in the afternoon. jokowi squats, washes his hair, unloads, is strong, maruf, his junior high school friend, rscm, jin hyung's attitude, christine hakim's generosity",Positive
"chairman of the gerindra party, prabowo subianto, responded to the question of sandiaga uno being paired with anies baswedan as a pair in the presidential election contest. regarding mas sandi, i think mr sandi has answered many times in all",Positive
"the populi center survey, ganjar pranowo, is the top leader, anies is overtaken by prabowo. the populi center survey institute released the results of the latest survey regarding the figure of the republic of indonesia's presidential candidate. ganjar pranowo is the figure with the highest electability.",Positive
"in a survey regarding presidential candidates for the general election, senior researcher from the indonesian survey center, chairul ansari, presented four reasons why prabowo subianto has the advantage over ganjar and anies.",Negative
arriving at seber gerindrapkb in one car prabowocak imin shouted at both president jokowi holding a banana hary tanoesoedibjo one century nu chinese kingdom sukajadi rscm christine hakim kidult,Negative
"in the last few months compared to two candidates who are predicted to become presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Negative
"based on lsn's findings in this survey, public support for the presidential candidates is increasingly narrowing down to just three figures, namely prabowo subianto ganjar pranowo and anies baswedan prabowo subianto",Positive
"latest lsi survey: prabowo wins against ganjar and anies jakarta, indonesian lsi survey institute reveals prabowo subianto's electability trend has strengthened compared to ganjar pranowo's name for the presidential election",Negative
"these three names also enlivened the market for presidential candidates in the election, taken from five survey institutions along with the latest data developments regarding the electability of anies prabowo and ganjar.",Negative
"look, isn't it ganjar anies or prabowo subianto? the president's tarot expert is of javanese descent and likes to wear poskota hats.",Positive
"who is the president of indonesia, erick thohir, prabowo, subianto, erlangga, ridwan, kamil, ganjar, pranowo, jokowi, puan maharani, anies baswedan, total votes, click this, join the poll",Positive
"fahnoor inismyname yes, mr prabowo looks healthy and fresh, always healthy, sir, stay strong for years so that when the time comes, you won't be lacking anything. we will attend the presidential inauguration with a president who is also young and fresh, namely mr. anies baswedan.",Positive
anies' childhood friend intended to support prabowo to become president but felt sad seeing this photo,Negative
people's thoughts anies baswedan was announced as a presidential candidate in the presidential election by the pks prosperous justice party on thursday february prabowo subianto,Positive
puan anies ganjar khofifah cak imin airlangga ahmad heryawan kang emil ahy has all been called ideal for prabowo's vice presidential candidate. this is an indicator that prabowo is most suitable to be president of the republic of indonesia.,Positive
pak anies won't be president broayo betjaman pak jokowi prabowoane wins then pngng pak jokowi xntr holds his opponent pak anieskl candidate date,Positive
"retired senior tni & polri fully supports anis rasyid baswedan as president. this is the new sane person. smart people support smart people. profile of lt. gen. tni retired ediwan prabowo, winner of adhi makayasa who came to anies' residence.",Positive
"anies and prabowo eye khofifah indar parawansa as vice presidential candidate in khofifah election, who will they choose?",Negative
"alluding to prabowo and bin rocky gerung said that president jokowi must be impeached. jokowi is a chinese sugar dodo. the kunlavut village head's angpau, born in rajab, wr. ginting axelsen",Negative
"the results of a survey conducted by indometer reveal the electability of central java governor ganjar pranowo, former dki jakarta governor anies baswedan and defense minister prabowo subianto who are expected to run in the presidential election.",Positive
ips survey prabowo defeats ganjar and anies jakarta indonesia ips poll stations reveal results of electability survey of presidential candidates,Negative
lsn survey prabowo's electability surpasses ganjar and anies prabowo subianto's electability is still at the top in the survey of presidential candidates conducted by the institution,Positive
"pay attention, isn't it ganjar anies or prabowo? the president's tarot prediction expert is of javanese descent and likes to wear poskota hats",Negative
"we pray that in the end pak prabowo and gangar will support pak anies as president of the republic of indonesia, amen",Positive
"according to the kompas survey in february, ganjar no. prabowo, ridwan kamil, anies no. is this the code of nature that the president of the republic of indonesia is rewarded, thank god, my prayer was heard, he is a simple person who has experience as governor for the period",Positive
"those who are starting to call the president a pharaoh who supports jokowi will definitely be annoyed because the same thing means being considered a pharaoh and you have different plots. please just criticize anies' rivals like ganjar or prabowo, let jokowi finish the affairs of this country until he understands drun",Positive
pak prabowo will not want to protect people who break the law,Negative
"seen from another point of view, it is possible that prabowo wants to take a swipe at the nasdem party which recently maneuvered for election purposes to nominate anies baswedan as president and plans to form a coalition with prabowo subianto's opposition party.",Positive
"trust indonesia released the results of a survey regarding the electability of presidential candidates. presidential candidate ganjar pranowo became the top figure, followed by anies baswedan and prabowo subianto ganjar pranowo.",Positive
a senior researcher from the indonesian survey center stated that there were four factors that made prabowo subianto superior to ganjar pranowo and anies baswedan in a survey of presidential candidates for the indonesian election.,Negative
who deserves to be the president of the republic of indonesia for the period of anies rasyid baswedan prabowo ganjar ridwan kamil airlangga hartarto erick thohir sandiaga uno ttl vote,Negative
so will this coalition nominate prabowo subianto as a presidential candidate? is it true that this coalition was formed to fight anies baswedan in the one table election?,Negative
who is your preferred presidential candidate anies baswedan ganjar pranowo prabowo subianto sandiaga uno ridwan kamil gatot nurmantyo puan maharani sri sultan hamengku buwono basuki tjahaja purma,Negative
the latest survey regarding the presidential candidate market for the election conducted by the indonesian survey center isc found that prabowo subianto was ahead of ganjar pranowo and anies baswed and prabowo subianto,Negative
"mr. sandi & anies promised not to run for president if mr. prabowo runs for president, but no one is desperate to become president yet.",Negative
pkb gadang cak imin's vice president could be prabowo or anies,Negative
"compared to the two candidates predicted to be presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Negative
who do you vote for president erlangga ganjar prabowo puang maharani emil erick thorhir anies baswedan jokowi give your vote click the link,Negative
"kostrad commander, who was a minister from seoharto to prabowo jokowi, is the sugar of china, has an angpau, kunlavut village head, born in rajab, wr ginting axelsen",Negative
prabowo subianto ganjar pranowo and anies baswedan are the three presidential or presidential candidates who have qualified electability based on the results of the charta politika and r&d kompas prabowo subianto surveys.,Negative
"compared to the two candidates predicted to be presidential candidates in the presidential election, ganjar pranowo and anies baswedan prabowo subianto",Negative
"prabowonjaranies if this person will be a presidential candidate this year, who do you think will get the most votes, come on, vote, close tomorrow, monday, ok?",Negative
"jokowi is often mentioned as abu janda, he is sure that prabowo is the president of the republic of indonesia. in the afternoon, jokowi squats, washes his hair, unloads, is strong, maruf, his junior high school friend, rscm, jin hyung's attitude, christine hakim's generosity.",Positive
there are those who predict that the capital will not move but will become the center of the largest economy and the presidential candidate will not be anies prabowo or ganjar but only the president knows that the key is with you.,Negative
"who is the president of indonesia, erick thohir, prabowo, subianto, erlangga, ridwan, kamil, ganjar, pranowo, jokowi, puan maharani, anies baswedan, total votes, click this, join the poll",Positive
"presidential election reward mahfud md prabowo eric thohir aniesandika perkasa, this is just the same as strong, we still choose prabowoeric thohir, gusdur said, it's time for the old prabowo to become president and president jokowi's support is also",Negative
